id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1yLTcitjbEJr7a4jyDB0Lz,So Pretty,Reyanna Maria,64,2021-01-20,0.799,0.543,10,-6.094,0,0.0512,0.0425,0.134,0.25,187.906,85742,4
0zMAvsQmaQ4DGsmXtKixpn,Burning Pile,Mother Mother,78,2008-09-23,0.516,0.755,5,-3.724,1,0.0633,0.00103,0.107,0.165,140.099,262173,4
4pBhTGnL5N5KqsyqU58jee,I'm not Pretty,JESSIA,4,2021-01-08,0.783,0.526,7,-6.478,1,0.0802,0.0,0.066,0.902,75.002,118400,4
7lPN2DXiMsVn7XUKtOW1CS,drivers license,Olivia Rodrigo,41,2021-01-08,0.585,0.436,10,-8.761,1,0.721,1.31e-05,0.105,0.132,143.874,242014,4
70Znjq5VPKFrwlB7O26SWT,Zanzibar,Billy Joel,63,1978-10-13,0.589,0.46,9,-14.54,0,0.271,4.95e-05,0.224,0.705,148.172,310760,4
77loZpT5Y5PRP1S451P9Yz,The Reason,Hoobastank,80,2003-12-09,0.472,0.671,4,-4.649,1,0.0129,0.0,0.159,0.0681,82.952,232800,4
3iw6V4LH7yPj1ESORX9RIN,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Billen Ted,79,2021-01-21,0.722,0.893,0,-3.255,0,0.0441,0.000937,0.0673,0.439,119.932,116750,4
7KDqNm3Vo6isNP1rfiEVZx,21st Century Vampire,LILHUDDY,58,2021-01-21,0.39,0.719,0,-5.143,1,0.000624,0.0,0.184,0.502,86.905,167896,4
5jkFvD4UJrmdoezzT1FRoP,Rasputin,Boney M.,66,1978,0.639,0.893,9,-6.509,1,0.289,0.00816,0.222,0.966,126.143,351573,4
7BQ1LYgw8XGhnUFY851OVg,Best Ever (feat. Ayo & Teo),Ayo & Teo,45,2016-11-18,0.913,0.67,8,-8.152,0,0.341,3.84e-06,0.405,0.762,121.987,226721,4
6NWdgyVsjp2bJ11PToXCr1,Buss It,Erica Banks,7,2020-05-15,0.918,0.434,9,-9.541,1,0.569,3.14e-06,0.123,0.75,109.997,188735,4
3PXi72ZtSqx1PZc40KS0Qj,Mean,Flo Milli,69,2020-10-30,0.844,0.72,1,-7.418,0,0.169,0.0,0.0797,0.631,99.917,125853,4
5VlTQnZO89Ioku8ssdbqJk,Dead Man Walking,Brent Faiyaz,77,2020-09-18,0.505,0.267,9,-13.763,0,0.279,0.0,0.096,0.439,143.929,247080,4
2etHQJxIbV0soyPhelVs9Y,Best Friend (feat. Doja Cat),Doja Cat,80,2021-01-07,0.84,0.766,4,-4.12,1,0.00302,3.61e-06,0.0684,0.402,94.018,155884,4
6DaqBwun59rgzYEQROTbRv,Triple S,Louie Ray,3,2020-09-12,0.825,0.453,2,-9.869,1,0.0155,4.22e-06,0.108,0.148,97.49,141845,4
4E7ZbuJH3NddjnMWLstkRq,I Am (feat. Flo Milli),Flo Milli,66,2020-12-04,0.932,0.835,1,-3.905,1,0.105,0.0,0.0847,0.926,144.02,182465,4
4aarlAfLKVCTxUDNgbwhjH,Cry Baby (feat. DaBaby),DaBaby,73,2020-11-20,0.957,0.437,11,-7.882,1,0.00402,0.0,0.219,0.616,130.058,137984,4
7L6G0wpIUiPXuvoo7qhb06,oops!,Yung Gravy,71,2020-10-02,0.886,0.743,6,-6.797,0,0.0358,0.000198,0.0511,0.941,131.902,139760,4
7FngYjFnEU6fRYWTZbwoq9,Plastic,Unghetto Mathieu,60,2020-05-29,0.626,0.734,1,-3.96,0,0.023,0.0,0.285,0.692,130.427,181015,4
0oHEteATZnAZuA9dl1dXF3,Sensitive,Serena Isioma,72,2020-01-29,0.601,0.649,7,-6.979,1,0.166,3.35e-05,0.165,0.351,89.73,174720,4
1ko2lVN0vKGUl9zrU0qSlT,Just the Two of Us (feat. Bill Withers),Bill Withers,80,1985,0.749,0.497,10,-12.609,0,0.41,0.0499,0.0504,0.585,95.818,438493,4
2rpVmxAGGc18wpBREaoE0R,Jenny,Studio Killers,1,2013-06-14,0.662,0.805,11,-5.683,1,0.00299,0.0178,0.237,0.54,133.935,216791,4
0A1hoCfMLkiAgvhWkkucJa,Body,Megan Thee Stallion,76,2020-11-20,0.914,0.732,8,-6.1,0,0.0166,0.0,0.107,0.469,94.066,171067,4
27OeeYzk6klgBh83TSvGMA,WITHOUT YOU,The Kid LAROI,85,2020-11-06,0.662,0.413,0,-7.357,1,0.213,0.0,0.134,0.467,93.005,161385,4
54bFM56PmE4YLRnqpW6Tha,Therefore I Am,Billie Eilish,79,2020-11-12,0.889,0.34,11,-7.773,0,0.218,0.13,0.055,0.716,94.009,174321,4
3aAmQOxRPeKDL0HMWFA5qn,Adderall (Corvette Corvette),Popp Hunna,65,2020-10-15,0.913,0.391,4,-11.158,0,0.272,0.0,0.0666,0.713,141.05,136224,4
35mvY5S1H3J2QZyna3TFe0,positions,Ariana Grande,86,2020-10-30,0.737,0.802,0,-4.771,1,0.468,0.0,0.0931,0.682,144.015,172325,4
6jBCehpNMkwFVF3dz4nLIW,It's Tricky,Run–D.M.C.,71,1986-05-15,0.965,0.857,11,-8.458,0,0.00131,0.0,0.0726,0.951,127.656,183760,4
3CNqo3gYrfexdrtjFmC9he,Where Is The Love?,Black Eyed Peas,70,2003,0.834,0.696,5,-3.224,1,0.11,0.0,0.13,0.804,94.09,272533,4
5lNsNowjCKqgafSWE7Ie2Z,Drip Like ME,Kenndog,61,2020-03-01,0.956,0.578,0,-9.546,0,0.0973,0.0,0.0803,0.555,103.981,140063,4
4MAADpR6MjelkaZqe3Mgnv,Elastic,Joey Purp,66,2018-09-13,0.966,0.435,1,-4.944,1,0.0604,0.22,0.0511,0.561,111.16,126386,4
3DmW6y7wTEYHJZlLo1r6XJ,Shower,Becky G,78,2014-04-23,0.699,0.529,2,-7.548,1,0.0317,3.59e-05,0.285,0.121,119.987,206167,4
3x5VSETP4fRjK2MoZfyVlE,Coming of Age,Blondes,0,2020-04-25,0.492,0.775,2,-13.595,1,0.00341,0.726,0.203,0.533,149.085,251436,4
2E5NGLtMqDmeijWcntP8Ca,ICE (feat. MORGENSHTERN),MORGENSHTERN,21,2020-07-31,0.859,0.876,5,-5.14,0,0.081,0.00137,0.385,0.885,151.896,126000,4
7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch),Roddy Ricch,84,2020-04-17,0.746,0.69,11,-7.956,1,0.247,0.0,0.101,0.497,89.977,181733,4
0YYNIGKgAk34vZkV2NySie,THICK,BeatKing,61,2020-07-10,0.87,0.752,4,-6.615,1,0.0352,1.1e-06,0.269,0.591,145.118,178834,4
7HbnX1fxCAoPa7nRVFSEFW,Said Sum (feat. City Girls & DaBaby) - Remix,DaBaby,64,2020-09-17,0.913,0.625,10,-6.901,0,0.0168,0.0,0.125,0.298,126.915,177704,4
1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,Pop Smoke,84,2020-07-03,0.709,0.548,10,-8.493,1,0.65,1.59e-06,0.133,0.543,83.995,160000,4
7CCCX50zGHMTuHsyKQy03l,Dancing in My Room,347aidan,1,2020-10-26,0.979,0.41,8,-11.056,0,0.658,3.42e-05,0.205,0.74,119.971,180122,4
0bhciG1J5Mn3aIfPjvHQIe,Photo ID,Remi Wolf,68,2020-06-24,0.822,0.66,1,-3.637,1,0.111,0.0,0.143,0.802,113.956,265263,4
0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,Fleetwood Mac,84,1977-02-04,0.828,0.492,0,-9.744,1,0.0644,0.00428,0.128,0.789,120.151,257800,4
3Dv1eDb0MEgF93GpLXlucZ,Say So,Doja Cat,82,2019-11-07,0.787,0.673,11,-4.583,0,0.264,3.35e-06,0.0904,0.779,110.962,237893,4
7aGyRfJWtLqgJaZoG9lJhE,Mad at Disney,salem ilese,75,2020-07-24,0.738,0.621,0,-7.313,1,0.424,7.39e-06,0.692,0.715,113.968,136839,4
62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),Emilee,80,2019-11-26,0.674,0.774,11,-7.567,0,0.0686,0.00188,0.393,0.33,112.05,176547,4
6fMzgFFGzWCwiHMzDzNpp5,Lets Link,WhoHeem,66,2020-08-20,0.839,0.683,10,-9.232,0,0.00667,0.0,0.241,0.522,120.003,159955,4
4Oun2ylbjFKMPTiaSbbCih,WAP (feat. Megan Thee Stallion),Megan Thee Stallion,83,2020-08-07,0.935,0.454,1,-7.509,1,0.0194,0.0,0.0824,0.357,133.073,187541,4
6hLZzCS4E7AWo3PRBWy6az,Whole Lotta Choppas,Sada Baby,60,2020-08-14,0.926,0.762,1,-1.887,1,0.000718,0.0,0.117,0.277,127.931,153750,4
0QpOqKz66ZxHNqj2PPHiFF,Backyard Boy,Claire Rosinkranz,63,2020-08-14,0.817,0.634,5,-7.246,1,0.321,0.0,0.0735,0.453,138.015,129241,4
0ecC8p17cDNlxHXkuYqeR6,Surrender,Natalie Taylor,76,2019-10-29,0.39,0.448,5,-8.57,0,0.8,0.182,0.107,0.077,144.89,183103,5
6otiaV2fagE3s8IvP6WkwG,I'm Just a Kid,Simple Plan,73,2018-04-06,0.527,0.834,1,-5.531,1,0.00107,0.000102,0.0993,0.422,110.065,198333,4
6vFsBXYczYsP0H3lgunZOm,Cloud 9,Beach Bunny,80,2020-02-14,0.637,0.929,4,-3.593,1,0.00167,2.62e-05,0.344,0.902,80.974,147351,4
11ZulcYY4lowvcQm4oe3VJ,Slumber Party (feat. Princess Nokia),Princess Nokia,79,2021-01-15,0.964,0.398,11,-8.981,0,0.00151,3.95e-05,0.101,0.563,105.012,178405,4
2xXNLutYAOELYVObYb1C1S,As the World Caves In,Sarah Cothran,81,2021-06-10,0.422,0.25,0,-6.836,1,0.441,0.0,0.35,0.246,124.026,161613,4
